Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Temperature Coefficient,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,3dviewer Link,Component Type
R_CRCW04022R67FKED,R,2.67 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.67 Ω 1% 0402 50V,Vishay,CRCW04022R67FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R67FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R70FKED,R,2.7 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.7 Ω 1% 0402 50V,Vishay,CRCW04022R70FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R70FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R74FKED,R,2.74 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.74 Ω 1% 0402 50V,Vishay,CRCW04022R74FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R74FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R80FKED,R,2.8 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.8 Ω 1% 0402 50V,Vishay,CRCW04022R80FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R80FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R87FKED,R,2.87 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.87 Ω 1% 0402 50V,Vishay,CRCW04022R87FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R87FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R94FKED,R,2.94 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.94 Ω 1% 0402 50V,Vishay,CRCW04022R94FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R94FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04023R00FKED,R,3 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 3 Ω 1% 0402 50V,Vishay,CRCW04023R00FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04023R00FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04023R01FKED,R,3.01 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 3.01 Ω 1% 0402 50V,Vishay,CRCW04023R01FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04023R01FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04023R09FKED,R,3.09 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 3.09 Ω 1% 0402 50V,Vishay,CRCW04023R09FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04023R09FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04023R16FKED,R,3.16 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 3.16 Ω 1% 0402 50V,Vishay,CRCW04023R16FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04023R16FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04023R24FKED,R,3.24 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 3.24 Ω 1% 0402 50V,Vishay,CRCW04023R24FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04023R24FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04023R30FKED,R,3.3 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 3.3 Ω 1% 0402 50V,Vishay,CRCW04023R30FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04023R30FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
